indicator,purchase_date,sale_date,qty,scheme_name,purchase_amount,index_cost,sale_amount,short_term_gain_loss,long_term_gain_loss,clientname,commonscripcode,client_code,revised_cost_price,31st_jan_price,isin,asset_class,short_term_gain_loss_percent,long_term_gain_loss_percent,purchase_price,sale_price,absolute_gain_loss,portfolio_weight,taxable_gain_loss,folio_no,source,account_no
S,2015-07-16,2015-10-06,0.16,Nippon India Low Duration-IDCWD,160.44,0.0,160.522048,0.082048,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.082048,14753.28,0.08,404149365946,M,404149365946|INF204K01EX2
S,2015-08-24,2015-10-06,0.038,Nippon India Low Duration-IDCWD,38.1045,0.0,38.1239864,0.0194864,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0194864,62119.08,0.02,404149365946,M,404149365946|INF204K01EX2
S,2015-08-25,2015-10-06,0.015,Nippon India Low Duration-IDCWD,15.04125,0.0,15.048942,0.007692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.007692,157368.33,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-08-26,2015-10-06,0.015,Nippon India Low Duration-IDCWD,15.04125,0.0,15.048942,0.007692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.007692,157368.33,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-16,2015-10-06,0.011,Nippon India Low Duration-IDCWD,11.03025,0.0,11.0358908,0.0056408,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0056408,214593.18,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-10-06,2015-10-06,0.02,Nippon India Low Duration-IDCWD,20.065256,0.0,20.065256,0.0,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.0,0.0,1003.26,1003.26,0.0,118026.25,0.0,404149365946,M,404149365946|INF204K01EX2
S,2015-10-05,2015-10-06,0.07,Nippon India Low Duration-IDCWD,70.231623,0.0,70.228396,-0.003227,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,-0.0,0.0,1003.31,1003.26,-0.003227,33721.79,-0.0,404149365946,M,404149365946|INF204K01EX2
S,2015-10-01,2015-10-06,0.019,Nippon India Low Duration-IDCWD,19.062244,0.0,19.0619932,-0.0002508,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,-0.0,0.0,1003.28,1003.26,-0.0002508,124238.16,-0.0,404149365946,M,404149365946|INF204K01EX2
S,2015-09-30,2015-10-06,0.019,Nippon India Low Duration-IDCWD,19.0600248,0.0,19.0619932,0.0019684,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.01,0.0,1003.16,1003.26,0.0019684,124238.16,0.0,404149365946,M,404149365946|INF204K01EX2
S,2015-09-29,2015-10-06,0.11,Nippon India Low Duration-IDCWD,110.302984,0.0,110.358908,0.055924,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.055924,21459.32,0.06,404149365946,M,404149365946|INF204K01EX2
S,2015-09-28,2015-10-06,0.073,Nippon India Low Duration-IDCWD,73.20075,0.0,73.2381844,0.0374344,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0374344,32335.96,0.04,404149365946,M,404149365946|INF204K01EX2
S,2015-09-24,2015-10-06,0.015,Nippon India Low Duration-IDCWD,15.04125,0.0,15.048942,0.007692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.007692,157368.33,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-23,2015-10-06,0.018,Nippon India Low Duration-IDCWD,18.0495,0.0,18.0587304,0.0092304,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0092304,131140.28,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-22,2015-10-06,0.018,Nippon India Low Duration-IDCWD,18.0495,0.0,18.0587304,0.0092304,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0092304,131140.28,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-21,2015-10-06,0.058,Nippon India Low Duration-IDCWD,58.1595,0.0,58.1892424,0.0297424,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0297424,40698.71,0.03,404149365946,M,404149365946|INF204K01EX2
S,2015-09-18,2015-10-06,0.041,Nippon India Low Duration-IDCWD,41.11275,0.0,41.1337748,0.0210248,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0210248,57573.78,0.02,404149365946,M,404149365946|INF204K01EX2
S,2015-09-15,2015-10-06,0.01,Nippon India Low Duration-IDCWD,10.0275,0.0,10.032628,0.005128,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.005128,236052.5,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-08-27,2015-10-06,0.022,Nippon India Low Duration-IDCWD,22.0605,0.0,22.0717816,0.0112816,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0112816,107296.59,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-14,2015-10-06,0.048,Nippon India Low Duration-IDCWD,48.132,0.0,48.1566144,0.0246144,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0246144,49177.6,0.02,404149365946,M,404149365946|INF204K01EX2
S,2015-09-11,2015-10-06,0.007,Nippon India Low Duration-IDCWD,7.01925,0.0,7.0228396,0.0035896,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0035896,337217.85,0.0,404149365946,M,404149365946|INF204K01EX2
S,2015-09-09,2015-10-06,0.015,Nippon India Low Duration-IDCWD,15.04125,0.0,15.048942,0.007692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.007692,157368.33,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-08,2015-10-06,0.012,Nippon India Low Duration-IDCWD,12.033,0.0,12.0391536,0.0061536,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0061536,196710.41,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-07,2015-10-06,0.046,Nippon India Low Duration-IDCWD,46.1265,0.0,46.1500888,0.0235888,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0235888,51315.76,0.02,404149365946,M,404149365946|INF204K01EX2
S,2015-09-04,2015-10-06,0.012,Nippon India Low Duration-IDCWD,12.033,0.0,12.0391536,0.0061536,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0061536,196710.41,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-03,2015-10-06,0.011,Nippon India Low Duration-IDCWD,11.03025,0.0,11.0358908,0.0056408,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0056408,214593.18,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-02,2015-10-06,0.015,Nippon India Low Duration-IDCWD,15.04125,0.0,15.048942,0.007692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.007692,157368.33,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-09-01,2015-10-06,0.015,Nippon India Low Duration-IDCWD,15.04125,0.0,15.048942,0.007692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.007692,157368.33,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-08-31,2015-10-06,0.051,Nippon India Low Duration-IDCWD,51.14025,0.0,51.1664028,0.0261528,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0261528,46284.8,0.03,404149365946,M,404149365946|INF204K01EX2
S,2015-08-28,2015-10-06,0.018,Nippon India Low Duration-IDCWD,18.0495,0.0,18.0587304,0.0092304,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0092304,131140.28,0.01,404149365946,M,404149365946|INF204K01EX2
S,2015-07-15,2015-10-06,0.213,Nippon India Low Duration-IDCWD,213.58575,0.0,213.6949764,0.1092264,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.1092264,11082.28,0.11,404149365946,M,404149365946|INF204K01EX2
S,2015-07-14,2015-10-06,0.197,Nippon India Low Duration-IDCWD,197.54175,0.0,197.6427716,0.1010216,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.1010216,11982.36,0.1,404149365946,M,404149365946|INF204K01EX2
S,2015-07-13,2015-10-06,0.52,Nippon India Low Duration-IDCWD,521.43,0.0,521.696656,0.266656,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.266656,4539.47,0.27,404149365946,M,404149365946|INF204K01EX2
S,2015-08-31,2015-10-06,310.39,Franklin India Ultra Short Bond Super Inst-IDCWD,3128.513927,0.0,3127.706913,-0.807014,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.807014,757.18,-0.81,19574850,M,19574850|INF090I01CL8
S,2015-08-13,2015-10-06,136.883,Franklin India Ultra Short Bond Super Inst-IDCWD,1379.6848219,0.0,1379.3289261,-0.3558958,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.3558958,1716.94,-0.36,19574850,M,19574850|INF090I01CL8
S,2015-08-14,2015-10-06,99.752,Franklin India Ultra Short Bond Super Inst-IDCWD,1005.4303336,0.0,1005.1709784,-0.2593552,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2593552,2356.04,-0.26,19574850,M,19574850|INF090I01CL8
S,2015-08-17,2015-10-06,308.231,Franklin India Ultra Short Bond Super Inst-IDCWD,3106.7527183,0.0,3105.9513177,-0.8014006,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.8014006,762.48,-0.8,19574850,M,19574850|INF090I01CL8
S,2015-08-19,2015-10-06,227.563,Franklin India Ultra Short Bond Super Inst-IDCWD,2293.6757459,0.0,2293.0840821,-0.5916638,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.5916638,1032.77,-0.59,19574850,M,19574850|INF090I01CL8
S,2015-08-20,2015-10-06,206.666,Franklin India Ultra Short Bond Super Inst-IDCWD,2083.0486138,0.0,2082.5112822,-0.5373316,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.5373316,1137.2,-0.54,19574850,M,19574850|INF090I01CL8
S,2015-08-21,2015-10-06,97.805,Franklin India Ultra Short Bond Super Inst-IDCWD,985.8059365,0.0,985.5516435,-0.254293,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.254293,2402.95,-0.25,19574850,M,19574850|INF090I01CL8
S,2015-08-24,2015-10-06,266.196,Franklin India Ultra Short Bond Super Inst-IDCWD,2683.0693428,0.0,2682.3772332,-0.6921096,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.6921096,882.88,-0.69,19574850,M,19574850|INF090I01CL8
S,2015-08-25,2015-10-06,100.467,Franklin India Ultra Short Bond Super Inst-IDCWD,1012.6370331,0.0,1012.3758189,-0.2612142,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2612142,2339.28,-0.26,19574850,M,19574850|INF090I01CL8
S,2015-08-26,2015-10-06,99.097,Franklin India Ultra Short Bond Super Inst-IDCWD,998.8283921,0.0,998.5707399,-0.2576522,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2576522,2371.62,-0.26,19574850,M,19574850|INF090I01CL8
S,2015-08-27,2015-10-06,127.677,Franklin India Ultra Short Bond Super Inst-IDCWD,1286.8947861,0.0,1286.5628259,-0.3319602,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.3319602,1840.74,-0.33,19574850,M,19574850|INF090I01CL8
S,2015-08-28,2015-10-06,104.053,Franklin India Ultra Short Bond Super Inst-IDCWD,1048.7814029,0.0,1048.5108651,-0.2705378,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2705378,2258.66,-0.27,19574850,M,19574850|INF090I01CL8
S,2015-09-01,2015-10-06,106.423,Franklin India Ultra Short Bond Super Inst-IDCWD,1072.6693439,0.0,1072.3926441,-0.2766998,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2766998,2208.36,-0.28,19574850,M,19574850|INF090I01CL8
S,2015-08-11,2015-10-06,117.846,Franklin India Ultra Short Bond Super Inst-IDCWD,1187.8051878,0.0,1187.4987882,-0.3063996,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.3063996,1994.3,-0.31,19574850,M,19574850|INF090I01CL8
S,2015-09-02,2015-10-06,70.257,Franklin India Ultra Short Bond Super Inst-IDCWD,708.1413801,0.0,707.9587119,-0.1826682,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.1826682,3345.15,-0.18,19574850,M,19574850|INF090I01CL8
S,2015-09-03,2015-10-06,43.817,Franklin India Ultra Short Bond Super Inst-IDCWD,441.6446881,0.0,441.5307639,-0.1139242,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.1139242,5363.67,-0.11,19574850,M,19574850|INF090I01CL8
S,2015-09-04,2015-10-06,76.032,Franklin India Ultra Short Bond Super Inst-IDCWD,766.3493376,0.0,766.1516544,-0.1976832,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.1976832,3091.07,-0.2,19574850,M,19574850|INF090I01CL8
S,2015-09-07,2015-10-06,286.288,Franklin India Ultra Short Bond Super Inst-IDCWD,2885.5826384,0.0,2884.8382896,-0.7443488,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.7443488,820.92,-0.74,19574850,M,19574850|INF090I01CL8
S,2015-09-08,2015-10-06,105.738,Franklin India Ultra Short Bond Super Inst-IDCWD,1065.7650234,0.0,1065.4901046,-0.2749188,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2749188,2222.66,-0.27,19574850,M,19574850|INF090I01CL8
S,2015-09-09,2015-10-06,99.569,Franklin India Ultra Short Bond Super Inst-IDCWD,1003.5858217,0.0,1003.3269423,-0.2588794,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2588794,2360.37,-0.26,19574850,M,19574850|INF090I01CL8
S,2015-09-11,2015-10-06,98.032,Franklin India Ultra Short Bond Super Inst-IDCWD,987.8978736,0.0,987.8390544,-0.0588192,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.01,0.0,10.08,10.08,-0.0588192,2397.38,-0.06,19574850,M,19574850|INF090I01CL8
S,2015-09-14,2015-10-06,314.847,Franklin India Ultra Short Bond Super Inst-IDCWD,3172.8076731,0.0,3172.6187649,-0.1889082,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.01,0.0,10.08,10.08,-0.1889082,746.46,-0.19,19574850,M,19574850|INF090I01CL8
S,2015-09-15,2015-10-06,112.503,Franklin India Ultra Short Bond Super Inst-IDCWD,1133.7264819,0.0,1133.6589801,-0.0675018,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.01,0.0,10.08,10.08,-0.0675018,2089.01,-0.07,19574850,M,19574850|INF090I01CL8
S,2015-09-18,2015-10-06,238.929,Franklin India Ultra Short Bond Super Inst-IDCWD,2407.6158543,0.0,2407.6158543,0.0,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,0.0,0.0,10.08,10.08,0.0,983.64,0.0,19574850,M,19574850|INF090I01CL8
S,2015-09-21,2015-10-06,359.465,Franklin India Ultra Short Bond Super Inst-IDCWD,3622.2209655,0.0,3622.2209655,0.0,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,0.0,0.0,10.08,10.08,0.0,653.81,0.0,19574850,M,19574850|INF090I01CL8
S,2015-08-12,2015-10-06,118.962,Franklin India Ultra Short Bond Super Inst-IDCWD,1199.0536866,0.0,1198.7443854,-0.3093012,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.3093012,1975.59,-0.31,19574850,M,19574850|INF090I01CL8
S,2015-08-10,2015-10-06,308.168,Franklin India Ultra Short Bond Super Inst-IDCWD,3106.1177224,0.0,3105.3164856,-0.8012368,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.8012368,762.64,-0.8,19574850,M,19574850|INF090I01CL8
S,2015-07-10,2015-10-06,0.262,Nippon India Low Duration-IDCWD,262.7205,0.0,262.8548536,0.1343536,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.1343536,9009.64,0.13,404149365946,M,404149365946|INF204K01EX2
S,2015-06-24,2015-10-06,0.286,Nippon India Low Duration-IDCWD,286.6887452,0.0,286.9331608,0.2444156,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.09,0.0,1002.41,1003.26,0.2444156,8253.58,0.24,404149365946,M,404149365946|INF204K01EX2
S,2015-07-09,2015-10-06,0.197,Nippon India Low Duration-IDCWD,197.54175,0.0,197.6427716,0.1010216,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.1010216,11982.36,0.1,404149365946,M,404149365946|INF204K01EX2
S,2015-07-08,2015-10-06,0.111,Nippon India Low Duration-IDCWD,111.30525,0.0,111.3621708,0.0569208,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.05,0.0,1002.75,1003.26,0.0569208,21265.99,0.06,404149365946,M,404149365946|INF204K01EX2
S,2015-07-07,2015-10-06,0.189,Nippon India Low Duration-IDCWD,189.4914,0.0,189.6166692,0.1252692,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.07,0.0,1002.6,1003.26,0.1252692,12489.55,0.13,404149365946,M,404149365946|INF204K01EX2
S,2015-07-06,2015-10-06,0.742,Nippon India Low Duration-IDCWD,743.8607876,0.0,744.4209976,0.56021,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.08,0.0,1002.51,1003.26,0.56021,3181.3,0.56,404149365946,M,404149365946|INF204K01EX2
S,2015-07-03,2015-10-06,0.284,Nippon India Low Duration-IDCWD,284.7165604,0.0,284.9266352,0.2100748,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.07,0.0,1002.52,1003.26,0.2100748,8311.71,0.21,404149365946,M,404149365946|INF204K01EX2
S,2015-07-02,2015-10-06,0.285,Nippon India Low Duration-IDCWD,285.7066005,0.0,285.929898,0.2232975,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.08,0.0,1002.48,1003.26,0.2232975,8282.54,0.22,404149365946,M,404149365946|INF204K01EX2
S,2015-07-01,2015-10-06,0.286,Nippon India Low Duration-IDCWD,286.6918626,0.0,286.9331608,0.2412982,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.08,0.0,1002.42,1003.26,0.2412982,8253.58,0.24,404149365946,M,404149365946|INF204K01EX2
S,2015-06-30,2015-10-06,0.286,Nippon India Low Duration-IDCWD,286.6535386,0.0,286.9331608,0.2796222,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.1,0.0,1002.29,1003.26,0.2796222,8253.58,0.28,404149365946,M,404149365946|INF204K01EX2
S,2015-06-29,2015-10-06,0.889,Nippon India Low Duration-IDCWD,890.9354419,0.0,891.9006292,0.9651873,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.11,0.0,1002.18,1003.26,0.9651873,2655.26,0.97,404149365946,M,404149365946|INF204K01EX2
S,2015-06-26,2015-10-06,0.288,Nippon India Low Duration-IDCWD,288.660096,0.0,288.9396864,0.2795904,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.1,0.0,1002.29,1003.26,0.2795904,8196.27,0.28,404149365946,M,404149365946|INF204K01EX2
S,2015-06-25,2015-10-06,0.336,Nippon India Low Duration-IDCWD,336.7742448,0.0,337.0963008,0.322056,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.1,0.0,1002.3,1003.26,0.322056,7025.37,0.32,404149365946,M,404149365946|INF204K01EX2
S,2015-06-23,2015-10-06,0.298,Nippon India Low Duration-IDCWD,298.7143656,0.0,298.9723144,0.2579488,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7355.0,7442.0,0.0,0.0,INF204K01EX2,Debt,0.09,0.0,1002.4,1003.26,0.2579488,7921.22,0.26,404149365946,M,404149365946|INF204K01EX2
S,2015-08-07,2015-10-06,107.316,Franklin India Ultra Short Bond Super Inst-IDCWD,1081.6701588,0.0,1081.3911372,-0.2790216,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8011.0,7442.0,0.0,0.0,INF090I01CL8,Cash,-0.03,0.0,10.08,10.08,-0.2790216,2189.98,-0.28,19574850,M,19574850|INF090I01CL8
